flat_type,location1,buildupArea_sqft,age_of_property,furnishing,bedrooms,bathrooms,balcony,parking,Flat_price
1,Powai,740,modern property,Semi Furnished,1,2,0,0,14500
1,Andheri West,400,recent construction,Semi Furnished,1,1,0,0,8500
3,Lower Parel,1915,modern property,Semi Furnished,3,3,0,1,100000
2,Kanjurmarg West,910,recent construction,Unfurnished,2,2,0,1,20000
1,Mira Road East,730,new construction,Semi Furnished,1,2,2,1,5900
2,Kandivali East,1010,modern property,Fully Furnished,2,2,3,1,20000
1,Bandra West,700,mid age property,Semi Furnished,1,2,0,1,20000
2,Kanjurmarg East,1050,new construction,Unfurnished,2,2,0,1,20000
3,Mira Road East,1450,recent construction,Fully Furnished,3,3,3,1,16700
1,Kandivali West,426,recent construction,Unfurnished,1,2,0,1,5100
3,Wadala East,1300,modern property,Unfurnished,3,2,0,1,27000
4,Powai,2962,recent construction,Semi Furnished,4,5,1,1,113500
2,Chembur,800,new construction,Unfurnished,2,1,0,1,17500
1,Nalasopara West,590,recent construction,Semi Furnished,1,2,1,1,3000
2,Bandra West,1000,mid age property,Semi Furnished,2,2,0,1,54000
5,Mumbai Central,2580,recent construction,Fully Furnished,5,6,4,1,100000
3,Powai,1450,modern property,Semi Furnished,3,3,0,1,51500
2,Mulund West,920,new construction,Semi Furnished,2,2,0,1,21200
2,Mulund West,980,mid age property,Semi Furnished,2,2,0,0,21000
4,Vikhroli East,1550,recent construction,Semi Furnished,4,2,0,1,80000
3,Powai,1750,recent construction,Semi Furnished,3,3,3,1,42000
3,Virar West,1150,new construction,Semi Furnished,3,3,4,1,8900
3,Mulund West,1355,recent construction,Semi Furnished,3,3,1,1,30500
3,Wadala,1611,new construction,Semi Furnished,3,3,0,1,76500
1,Kandivali West,594,new construction,Unfurnished,1,2,0,0,8600
3,Santacruz West,1414,recent construction,Semi Furnished,3,3,0,1,80000
1,Mira Road East,882,recent construction,Unfurnished,1,2,2,1,7500
2,Kandivali East,950,recent construction,Semi Furnished,2,2,0,1,26500
1,Powai,500,new construction,Semi Furnished,1,1,0,1,15300
3,Worli,1007,new construction,Semi Furnished,3,3,0,1,80000
3,Chembur,2000,new construction,Semi Furnished,3,3,2,1,76000
2,Borivali West,800,modern property,Unfurnished,2,2,0,1,16500
1,Mira Road East,590,new construction,Semi Furnished,1,2,2,1,9900
1,Mira Road East,674,new construction,Unfurnished,1,2,2,1,7000
2,Mira Road East,1070,recent construction,Fully Furnished,2,3,0,1,13600
4,Mulund West,1753,recent construction,Unfurnished,4,3,2,1,60000
1,Virar West,620,recent construction,Semi Furnished,1,2,2,1,3400
2,Borivali East,890,new construction,Semi Furnished,2,2,2,1,24200
2,Vile Parle East,776,new construction,Unfurnished,2,2,0,1,26100
1,Chembur,570,recent construction,Unfurnished,1,1,0,1,12500
4,Santacruz West,1393,new construction,Unfurnished,4,4,1,1,70000
1,Malad West,580,recent construction,Semi Furnished,1,2,0,0,8500
3,Dahisar East,736,new construction,Semi Furnished,3,3,0,1,19800
1,Mira Road East,590,recent construction,Semi Furnished,1,2,2,1,9400
3,Kandivali East,1750,recent construction,Semi Furnished,3,3,2,1,35000
1,Mira Road East,700,recent construction,Unfurnished,1,2,2,1,6800
1,Kanjurmarg West,490,new construction,Semi Furnished,1,2,0,1,12500
3,Powai,1450,recent construction,Fully Furnished,3,3,2,1,29500
1,Kandivali West,650,recent construction,Unfurnished,1,2,0,1,8500
1,Nalasopara West,490,recent construction,Semi Furnished,1,1,2,1,2700
2,Madanpura,960,recent construction,Semi Furnished,2,2,0,0,20000
1,Virar West,650,recent construction,Unfurnished,1,1,2,1,3800
2,Chembur,650,recent construction,Fully Furnished,2,2,0,0,14500
1,Sion,630,recent construction,Semi Furnished,1,1,2,1,17000
3,Mira Road East,1350,recent construction,Fully Furnished,3,3,4,1,17900
1,Virar East,460,recent construction,Unfurnished,1,1,0,1,2000
2,Chembur,1200,recent construction,Semi Furnished,2,2,0,1,20500
1,Mulund West,530,modern property,Semi Furnished,1,1,1,1,9500
4,Bandra East,2000,recent construction,Semi Furnished,4,5,0,1,60000
3,Kandivali East,1200,modern property,Semi Furnished,3,3,0,1,22500
3,Bandra West,1500,recent construction,Semi Furnished,3,2,0,1,29900
1,Mulund West,530,modern property,Semi Furnished,1,1,0,0,9600
2,Chembur,745,recent construction,Unfurnished,2,2,0,1,19000
1,Virar West,450,recent construction,Semi Furnished,1,1,2,0,3800
3,Andheri West,1250,new construction,Unfurnished,3,3,0,1,34500
2,Andheri West,850,recent construction,Unfurnished,2,2,0,1,18000
2,Powai,978,modern property,Semi Furnished,2,1,0,1,18000
1,Malad West,700,recent construction,Unfurnished,1,2,0,1,9800
1,Dahisar East,600,recent construction,Semi Furnished,1,2,0,0,7100
3,Prabhadevi,1500,recent construction,Semi Furnished,3,3,0,1,63000
2,Goregaon West,1100,recent construction,Unfurnished,2,2,3,1,28000
2,Powai,1027,recent construction,Fully Furnished,2,2,0,1,15500
3,Matunga East,2160,modern property,Fully Furnished,3,3,0,1,90000
4,Andheri West,3200,modern property,Semi Furnished,4,5,0,1,165000
1,Naigaon East,600,recent construction,Semi Furnished,1,2,1,1,3100
3,Malad West,1150,modern property,Unfurnished,3,3,0,1,17500
2,Dahisar East,820,recent construction,Unfurnished,2,2,2,0,7500
2,Prabhadevi,1150,recent construction,Semi Furnished,2,2,0,1,40000
1,Goregaon East,545,recent construction,Fully Furnished,1,2,1,1,6000
2,Dahisar West,995,recent construction,Unfurnished,2,2,2,1,19600
3,Sion,1076,recent construction,Semi Furnished,3,2,4,1,36500
2,Powai,1100,mid age property,Semi Furnished,2,2,1,1,19600
3,Chembur,1820,new construction,Unfurnished,3,2,0,1,39500
1,Powai,550,recent construction,Unfurnished,1,1,0,1,15500
1,Vasai East,600,recent construction,Semi Furnished,1,2,2,1,3700
2,Powai,1300,recent construction,Semi Furnished,2,2,1,1,24500
3,Chembur,1345,new construction,Semi Furnished,3,3,1,1,26900
1,Nalasopara West,584,recent construction,Semi Furnished,1,1,2,1,3000
3,Sion,1100,recent construction,Semi Furnished,3,2,2,1,54000
1,Agripada,705,recent construction,Semi Furnished,1,2,0,0,12500
2,Bhandup West,1352,recent construction,Unfurnished,2,2,0,1,18500
3,Malad East,1680,recent construction,Semi Furnished,3,1,0,1,40000
2,Kandivali East,900,modern property,Semi Furnished,2,2,0,1,13000
2,others,1050,new construction,Unfurnished,2,2,2,1,17100
2,Parel,1100,recent construction,Semi Furnished,2,2,2,1,38000
1,Dahisar West,550,recent construction,Unfurnished,1,2,0,0,8700
2,Kandivali West,900,recent construction,Unfurnished,2,2,0,1,25000
1,Nalasopara West,590,recent construction,Unfurnished,1,1,3,1,2900
3,Mulund West,1153,new construction,Unfurnished,3,2,1,1,29000
1,Virar West,650,recent construction,Semi Furnished,1,2,2,1,3000
2,Naigaon East,850,new construction,Semi Furnished,1,3,0,1,4800
3,Ghatkopar East,1610,new construction,Semi Furnished,3,3,1,0,41800
2,Borivali West,850,recent construction,Unfurnished,2,2,0,1,23500
3,Lower Parel,3500,recent construction,Semi Furnished,3,4,3,1,85000
4,Goregaon East,1450,modern property,Semi Furnished,4,3,0,1,11900
3,Mulund West,1400,new construction,Unfurnished,3,3,0,1,32100
2,Bhandup West,975,recent construction,Semi Furnished,2,2,3,1,16000
1,Vasai West,530,mid age property,Semi Furnished,1,1,0,1,3800
3,Bhandup East,1812,recent construction,Semi Furnished,3,1,0,1,35800
2,Andheri West,1122,recent construction,Semi Furnished,2,2,1,1,28500
2,Mira Road East,1105,recent construction,Semi Furnished,2,2,4,1,13000
3,Worli,1600,modern property,Semi Furnished,3,1,0,1,96100
1,Nalasopara West,590,recent construction,Unfurnished,1,1,2,1,2700
1,Nalasopara West,525,recent construction,Semi Furnished,1,1,0,1,2500
3,Powai,1470,modern property,Semi Furnished,3,2,0,1,49000
1,Nalasopara West,625,new construction,Semi Furnished,1,1,2,1,3300
3,Virar West,1300,new construction,Semi Furnished,3,3,4,1,8100
3,Borivali West,1100,recent construction,Unfurnished,3,3,0,1,34500
1,Naigaon East,610,new construction,Unfurnished,1,1,2,1,3500
2,Sakinaka,1203,recent construction,Semi Furnished,2,2,3,1,16800
1,Nalasopara East,620,recent construction,Semi Furnished,1,3,0,1,3800
1,Virar West,880,new construction,Semi Furnished,1,1,2,1,2900
2,Kanjurmarg West,1050,recent construction,Semi Furnished,2,2,0,1,17500
3,Dahisar East,1700,new construction,Unfurnished,3,3,0,1,25000
1,Mira Road East,705,recent construction,Semi Furnished,1,2,3,1,6600
2,Dadar East,660,recent construction,Semi Furnished,2,2,0,0,23000
2,Powai,985,new construction,Semi Furnished,2,2,0,1,27500
2,Andheri East,1000,recent construction,Unfurnished,2,2,0,1,17000
3,Mira Road East,1390,modern property,Semi Furnished,3,3,4,1,9200
2,Naigaon East,850,recent construction,Unfurnished,2,1,2,1,4700
3,Marine Lines,1500,mid age property,Fully Furnished,3,2,0,1,93100
3,Vikhroli West,1488,recent construction,Semi Furnished,3,3,1,1,36000
2,Naigaon East,850,new construction,Unfurnished,2,1,3,1,5300
2,Mira Road East,995,modern property,Semi Furnished,2,2,4,1,8700
2,Powai,1350,new construction,Unfurnished,2,1,0,1,30000
3,Borivali East,2100,modern property,Fully Furnished,3,4,3,1,69900
3,Kandivali East,940,mid age property,Unfurnished,3,3,0,1,25100
2,Virar West,700,recent construction,Unfurnished,2,2,3,0,4000
2,Andheri West,1000,recent construction,Unfurnished,2,2,0,1,28000
3,Andheri West,1350,modern property,Semi Furnished,3,3,0,1,33500
4,Santacruz East,2000,new construction,Semi Furnished,4,5,4,1,55000
3,Bandra West,1300,recent construction,Semi Furnished,3,3,1,1,65000
2,Chembur,950,recent construction,Unfurnished,2,2,0,1,18000
3,Kanjurmarg East,1000,recent construction,Semi Furnished,3,2,0,1,19500
3,Chembur,864,recent construction,Semi Furnished,3,3,0,1,25000
1,Prabhadevi,575,recent construction,Unfurnished,1,1,0,1,16500
1,Vikhroli East,340,recent construction,Semi Furnished,1,1,0,1,7100
2,Malad East,890,new construction,Semi Furnished,2,2,0,0,21000
2,Kandivali West,615,modern property,Semi Furnished,2,1,0,0,14500
1,Chembur,599,recent construction,Unfurnished,1,2,0,0,12000
2,others,1200,mid age property,Semi Furnished,2,2,0,1,60000
1,Malad West,520,new construction,Unfurnished,1,2,0,1,10500
1,Vikhroli East,664,new construction,Unfurnished,1,2,0,1,9000
1,Mulund West,700,recent construction,Fully Furnished,1,2,0,1,9500
3,others,1371,new construction,Unfurnished,3,3,3,1,24000
3,Kandivali East,1400,recent construction,Semi Furnished,3,3,0,1,25000
3,Malad West,1150,recent construction,Semi Furnished,3,3,2,1,38200
4,Goregaon West,2400,recent construction,Semi Furnished,4,4,3,1,49500
3,Powai,1450,new construction,Unfurnished,3,2,1,1,38000
2,Powai,1300,new construction,Unfurnished,2,2,1,1,25000
3,Kandivali East,1000,modern property,Fully Furnished,3,3,0,1,25500
4,Wadala,2080,recent construction,Semi Furnished,4,2,0,1,51500
3,Chembur,1100,recent construction,Semi Furnished,3,4,2,1,30000
2,Goregaon West,820,modern property,Semi Furnished,2,2,0,1,16500
2,Mulund West,780,modern property,Unfurnished,2,2,0,1,15500
2,Kandivali East,1080,modern property,Fully Furnished,2,2,0,1,31000
2,Borivali East,1150,recent construction,Fully Furnished,2,2,1,1,30500
1,Mira Road East,650,new construction,Unfurnished,1,1,2,0,7100
2,Mira Road East,915,recent construction,Semi Furnished,2,3,0,1,9000
3,Chembur,1100,recent construction,Semi Furnished,3,3,0,1,28000
1,Nalasopara West,545,recent construction,Semi Furnished,1,1,2,1,2700
2,Borivali West,800,recent construction,Semi Furnished,2,2,0,1,21000
2,Vikhroli East,725,recent construction,Semi Furnished,2,2,0,1,13000
3,Lower Parel,2000,recent construction,Semi Furnished,3,2,1,1,85000
2,Bhandup West,655,recent construction,Fully Furnished,2,2,0,1,20000
3,Powai,1300,recent construction,Unfurnished,3,3,1,1,32500
3,Parel,1850,new construction,Semi Furnished,3,4,1,1,46000
1,Nalasopara West,550,recent construction,Semi Furnished,1,1,2,1,2800
4,Vile Parle West,1501,recent construction,Semi Furnished,3,1,0,1,70000
1,Naigaon East,500,recent construction,Semi Furnished,1,1,3,1,2400
2,Vikhroli West,1125,recent construction,Semi Furnished,2,2,0,1,17900
2,Naigaon East,850,new construction,Unfurnished,2,1,3,1,5200
1,Nalasopara East,750,modern property,Semi Furnished,1,2,0,1,3900
1,Nalasopara East,530,recent construction,Semi Furnished,1,1,3,1,2500
1,Naigaon East,580,recent construction,Semi Furnished,1,1,3,1,3000
2,Borivali East,940,recent construction,Unfurnished,2,2,0,1,12500
1,Palghar,630,recent construction,Semi Furnished,1,2,1,1,1800
3,Mulund West,900,new construction,Unfurnished,3,2,0,1,24000
1,Borivali West,557,recent construction,Unfurnished,1,2,0,1,12000
1,Kandivali West,410,modern property,Unfurnished,1,2,0,1,5300
2,Bandra East,1200,recent construction,Semi Furnished,2,3,2,1,48000
2,Goregaon East,1090,recent construction,Unfurnished,2,2,1,1,12000
3,Wadala East,1315,recent construction,Unfurnished,3,3,0,1,30000
1,Kurla East,606,recent construction,Semi Furnished,1,2,0,1,8300
3,Mulund West,1150,new construction,Semi Furnished,3,2,0,1,30000
3,Dahisar West,900,modern property,Semi Furnished,3,2,0,0,18000
1,Mulund East,530,new construction,Unfurnished,1,1,0,1,9500
3,Andheri West,1050,new construction,Fully Furnished,3,3,0,1,57500
2,Vikhroli East,600,new construction,Semi Furnished,2,2,0,1,10300
4,Powai,1713,new construction,Unfurnished,4,3,0,1,54500
1,Bhandup East,630,modern property,Fully Furnished,1,2,0,1,9900
3,Jogeshwari West,967,recent construction,Semi Furnished,3,2,0,1,28000
2,Mira Road East,1070,recent construction,Semi Furnished,2,2,1,1,12000
1,Vasai West,695,new construction,Semi Furnished,1,2,2,1,4900
1,Kandivali West,485,modern property,Semi Furnished,1,2,1,1,10000
1,Wadala,520,new construction,Semi Furnished,1,1,1,1,17000
1,Nalasopara West,650,recent construction,Semi Furnished,1,1,1,1,3100
1,Naigaon East,610,new construction,Unfurnished,1,2,2,1,3400
2,Andheri West,585,recent construction,Semi Furnished,2,2,0,1,20000
3,Ghatkopar East,1600,recent construction,Unfurnished,3,3,0,1,29500
1,Virar West,550,new construction,Semi Furnished,1,1,2,1,3500
4,Santacruz West,1776,recent construction,Semi Furnished,4,4,0,1,85000
2,Bhandup West,1100,new construction,Unfurnished,2,2,0,1,15000
1,Andheri West,485,modern property,Fully Furnished,1,2,0,1,13000
2,Vile Parle East,1024,modern property,Semi Furnished,2,2,0,1,47000
3,Mulund West,1450,recent construction,Fully Furnished,3,3,1,1,23400
3,Sion,1670,recent construction,Unfurnished,3,3,4,1,46000
2,Goregaon East,870,recent construction,Semi Furnished,2,2,0,1,22000
2,Chembur,650,recent construction,Unfurnished,2,2,0,1,16500
3,Malad West,1500,modern property,Semi Furnished,3,3,0,1,31000
3,Kandivali East,1200,new construction,Semi Furnished,3,3,0,1,24900
1,Mira Road East,610,recent construction,Semi Furnished,1,2,3,1,5700
4,Worli,4530,recent construction,Fully Furnished,4,3,2,1,160000
3,Govandi,1025,modern property,Fully Furnished,3,2,0,1,28000
2,Kandivali West,890,modern property,Unfurnished,2,2,2,1,16800
2,Powai,800,recent construction,Semi Furnished,2,2,0,1,28000
2,Borivali West,1100,modern property,Semi Furnished,2,2,0,1,14800
1,Nalasopara West,595,recent construction,Semi Furnished,1,2,2,1,2500
1,Virar West,665,new construction,Semi Furnished,1,2,2,1,3900
2,Mulund West,1125,recent construction,Semi Furnished,2,2,0,1,17500
3,Sion,1550,recent construction,Fully Furnished,3,3,4,1,54000
1,Mira Road East,600,new construction,Unfurnished,1,2,2,1,7500
2,Bhandup West,1034,recent construction,Semi Furnished,2,2,3,1,13400
3,Andheri West,1350,modern property,Semi Furnished,3,3,1,1,31000
1,Powai,580,modern property,Semi Furnished,1,1,0,1,11900
2,Vasai East,900,recent construction,Fully Furnished,2,2,3,1,6000
1,Mira Road East,696,recent construction,Semi Furnished,1,2,3,1,6600
3,Bandra East,2000,recent construction,Semi Furnished,3,4,1,1,59000
1,Nalasopara West,572,modern property,Unfurnished,1,1,2,1,2600
2,Dahisar West,1050,modern property,Semi Furnished,2,2,0,0,20000
3,Goregaon East,2200,recent construction,Fully Furnished,3,3,3,1,35500
2,Borivali East,759,new construction,Unfurnished,2,2,0,1,18000
1,Vile Parle East,600,new construction,Unfurnished,1,2,0,1,12500
1,Chembur,550,recent construction,Semi Furnished,1,2,0,1,14000
1,Kanjurmarg East,532,recent construction,Semi Furnished,1,2,0,1,11200
3,Kandivali East,1350,modern property,Fully Furnished,3,3,0,1,23500
1,Wadala East,463,new construction,Unfurnished,1,1,0,1,11000
1,Mira Road East,650,recent construction,Unfurnished,1,2,2,1,7300
1,Kandivali East,790,new construction,Unfurnished,1,2,0,1,13300
3,Powai,1500,new construction,Unfurnished,2,1,0,1,42500
3,Bandra East,1298,new construction,Unfurnished,3,2,1,1,32500
3,Vikhroli East,1583,new construction,Semi Furnished,3,3,0,1,52400
3,Bandra West,1320,modern property,Semi Furnished,3,3,0,1,70000
1,Bandra West,500,mid age property,Semi Furnished,1,1,0,1,21500
5,Malad West,4153,new construction,Unfurnished,5,4,0,1,110000
2,Bhandup West,805,recent construction,Semi Furnished,2,2,1,1,21000
2,Andheri West,1050,new construction,Semi Furnished,2,2,0,1,32000
2,Borivali East,900,modern property,Semi Furnished,2,2,0,0,20000
1,Kurla East,512,new construction,Unfurnished,1,2,1,1,10500
2,Kandivali West,780,new construction,Semi Furnished,2,2,2,1,17500
4,Bandra West,3800,recent construction,Semi Furnished,3,3,1,1,140000
1,Mazgaon,550,recent construction,Semi Furnished,1,2,0,0,13500
1,Chembur,610,modern property,Semi Furnished,1,2,1,0,11000
2,Ghatkopar East,694,recent construction,Fully Furnished,2,2,0,1,19000
3,Jogeshwari East,1250,modern property,Semi Furnished,3,2,2,1,42500
1,others,450,recent construction,Unfurnished,1,1,0,1,18200
2,Borivali West,950,new construction,Unfurnished,2,2,0,1,18500
4,Byculla,2000,recent construction,Fully Furnished,4,4,0,1,70000
2,Mira Road East,756,new construction,Unfurnished,2,2,1,1,12000
1,Goregaon East,620,recent construction,Semi Furnished,1,2,2,1,12500
2,Dahisar East,783,new construction,Unfurnished,2,2,0,1,16300
3,Kandivali West,785,recent construction,Fully Furnished,3,2,0,1,20000
3,Borivali East,1550,recent construction,Unfurnished,3,3,2,1,32500
1,Kandivali East,650,new construction,Semi Furnished,1,2,0,1,13000
3,Andheri West,1400,modern property,Semi Furnished,3,3,0,1,32500
1,Mira Road East,607,recent construction,Semi Furnished,1,2,2,1,8300
3,Ghatkopar East,876,new construction,Unfurnished,3,3,0,1,17100
2,Vikhroli West,1070,recent construction,Semi Furnished,2,2,0,1,16500
1,Kandivali West,410,recent construction,Unfurnished,1,1,0,0,5200
2,Goregaon East,675,recent construction,Unfurnished,2,2,0,1,10500
2,Kandivali West,650,recent construction,Semi Furnished,2,2,1,0,14000
1,Wadala East,575,recent construction,Unfurnished,1,2,0,0,12000
